,poll_id,pollster_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,population_full,race_id,party,candidate_name,pct,poll_end_date,unique_id
1789,88371,1847,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Panel,9.0,Michigan,9/11/24,9/19/24,210793,650.0,lv,lv,8820,DEM,Kamala Harris,48.0,2024-09-19,88371-1847-Michigan-9/11/24-9/19/24-210793-650.0-lv-8820
1790,88371,1847,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Panel,9.0,Michigan,9/11/24,9/19/24,210793,650.0,lv,lv,8820,REP,Donald Trump,43.0,2024-09-19,88371-1847-Michigan-9/11/24-9/19/24-210793-650.0-lv-8820
1797,88372,1847,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Panel,9.0,Pennsylvania,9/11/24,9/19/24,210794,800.0,lv,lv,8872,DEM,Kamala Harris,48.0,2024-09-19,88372-1847-Pennsylvania-9/11/24-9/19/24-210794-800.0-lv-8872
1798,88372,1847,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Panel,9.0,Pennsylvania,9/11/24,9/19/24,210794,800.0,lv,lv,8872,REP,Donald Trump,46.0,2024-09-19,88372-1847-Pennsylvania-9/11/24-9/19/24-210794-800.0-lv-8872
1821,88301,458,Suffolk,2.9,-1.0,Live Phone,8.0,Michigan,9/16/24,9/18/24,210415,500.0,lv,lv,8820,DEM,Kamala Harris,47.6,2024-09-18,88301-458-Michigan-9/16/24-9/18/24-210415-500.0-lv-8820
1822,88301,458,Suffolk,2.9,-1.0,Live Phone,8.0,Michigan,9/16/24,9/18/24,210415,500.0,lv,lv,8820,REP,Donald Trump,45.4,2024-09-18,88301-458-Michigan-9/16/24-9/18/24-210415-500.0-lv-8820
1831,88235,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,9/15/24,9/18/24,210076,868.0,lv,lv,8759,DEM,Kamala Harris,48.7,2024-09-18,88235-1102-Arizona-9/15/24-9/18/24-210076-868.0-lv-8759
1832,88235,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,9/15/24,9/18/24,210076,868.0,lv,lv,8759,REP,Donald Trump,49.8,2024-09-18,88235-1102-Arizona-9/15/24-9/18/24-210076-868.0-lv-8759
1833,88236,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Georgia,9/15/24,9/18/24,210077,975.0,lv,lv,8781,DEM,Kamala Harris,48.2,2024-09-18,88236-1102-Georgia-9/15/24-9/18/24-210077-975.0-lv-8781
1834,88236,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Georgia,9/15/24,9/18/24,210077,975.0,lv,lv,8781,REP,Donald Trump,50.3,2024-09-18,88236-1102-Georgia-9/15/24-9/18/24-210077-975.0-lv-8781
1835,88237,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,9/15/24,9/18/24,210078,875.0,lv,lv,8820,DEM,Kamala Harris,50.0,2024-09-18,88237-1102-Michigan-9/15/24-9/18/24-210078-875.0-lv-8820
1836,88237,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,9/15/24,9/18/24,210078,875.0,lv,lv,8820,REP,Donald Trump,49.1,2024-09-18,88237-1102-Michigan-9/15/24-9/18/24-210078-875.0-lv-8820
1837,88238,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,9/15/24,9/18/24,210079,895.0,lv,lv,8857,DEM,Kamala Harris,48.8,2024-09-18,88238-1102-Nevada-9/15/24-9/18/24-210079-895.0-lv-8857
1838,88238,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,9/15/24,9/18/24,210079,895.0,lv,lv,8857,REP,Donald Trump,49.0,2024-09-18,88238-1102-Nevada-9/15/24-9/18/24-210079-895.0-lv-8857
1839,88239,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,9/15/24,9/18/24,210080,880.0,lv,lv,8872,DEM,Kamala Harris,49.6,2024-09-18,88239-1102-Pennsylvania-9/15/24-9/18/24-210080-880.0-lv-8872
1840,88239,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,9/15/24,9/18/24,210080,880.0,lv,lv,8872,REP,Donald Trump,49.3,2024-09-18,88239-1102-Pennsylvania-9/15/24-9/18/24-210080-880.0-lv-8872
1841,88240,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,9/15/24,9/18/24,210081,1000.0,lv,lv,8839,DEM,Kamala Harris,49.7,2024-09-18,88240-1102-North Carolina-9/15/24-9/18/24-210081-1000.0-lv-8839
1842,88240,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,9/15/24,9/18/24,210081,1000.0,lv,lv,8839,REP,Donald Trump,49.3,2024-09-18,88240-1102-North Carolina-9/15/24-9/18/24-210081-1000.0-lv-8839
1843,88241,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,9/15/24,9/18/24,210082,1000.0,lv,lv,8905,DEM,Kamala Harris,48.7,2024-09-18,88241-1102-Wisconsin-9/15/24-9/18/24-210082-1000.0-lv-8905
1844,88241,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,9/15/24,9/18/24,210082,1000.0,lv,lv,8905,REP,Donald Trump,50.3,2024-09-18,88241-1102-Wisconsin-9/15/24-9/18/24-210082-1000.0-lv-8905
1849,88267,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Pennsylvania,9/12/24,9/18/24,210290,800.0,lv,lv,8872,DEM,Kamala Harris,50.0,2024-09-18,88267-290-Pennsylvania-9/12/24-9/18/24-210290-800.0-lv-8872
1850,88267,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Pennsylvania,9/12/24,9/18/24,210290,800.0,lv,lv,8872,REP,Donald Trump,46.0,2024-09-18,88267-290-Pennsylvania-9/12/24-9/18/24-210290-800.0-lv-8872
1853,88267,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Pennsylvania,9/12/24,9/18/24,210291,800.0,lv,lv,8872,DEM,Kamala Harris,52.0,2024-09-18,88267-290-Pennsylvania-9/12/24-9/18/24-210291-800.0-lv-8872
1854,88267,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Pennsylvania,9/12/24,9/18/24,210291,800.0,lv,lv,8872,REP,Donald Trump,47.0,2024-09-18,88267-290-Pennsylvania-9/12/24-9/18/24-210291-800.0-lv-8872
1865,88286,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Wisconsin,9/12/24,9/18/24,210360,800.0,lv,lv,8905,DEM,Kamala Harris,51.0,2024-09-18,88286-290-Wisconsin-9/12/24-9/18/24-210360-800.0-lv-8905
1866,88286,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Wisconsin,9/12/24,9/18/24,210360,800.0,lv,lv,8905,REP,Donald Trump,45.0,2024-09-18,88286-290-Wisconsin-9/12/24-9/18/24-210360-800.0-lv-8905
1871,88286,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Wisconsin,9/12/24,9/18/24,210361,800.0,lv,lv,8905,DEM,Kamala Harris,53.0,2024-09-18,88286-290-Wisconsin-9/12/24-9/18/24-210361-800.0-lv-8905
1872,88286,290,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,7.0,Wisconsin,9/12/24,9/18/24,210361,800.0,lv,lv,8905,REP,Donald Trump,46.0,2024-09-18,88286-290-Wisconsin-9/12/24-9/18/24-210361-800.0-lv-8905
1932,88232,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/12/24,9/17/24,210070,1663.0,rv,rv,8872,DEM,Kamala Harris,49.0,2024-09-17,88232-1205-Pennsylvania-9/12/24-9/17/24-210070-1663.0-rv-8872
1933,88232,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/12/24,9/17/24,210070,1663.0,rv,rv,8872,REP,Donald Trump,48.0,2024-09-17,88232-1205-Pennsylvania-9/12/24-9/17/24-210070-1663.0-rv-8872
1934,88232,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/12/24,9/17/24,210071,1476.0,lv,lv,8872,DEM,Kamala Harris,49.0,2024-09-17,88232-1205-Pennsylvania-9/12/24-9/17/24-210071-1476.0-lv-8872
1935,88232,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Pennsylvania,9/12/24,9/17/24,210071,1476.0,lv,lv,8872,REP,Donald Trump,49.0,2024-09-17,88232-1205-Pennsylvania-9/12/24-9/17/24-210071-1476.0-lv-8872
1936,88233,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/12/24,9/17/24,210072,1312.0,rv,rv,8905,DEM,Kamala Harris,50.0,2024-09-17,88233-1205-Wisconsin-9/12/24-9/17/24-210072-1312.0-rv-8905
1937,88233,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/12/24,9/17/24,210072,1312.0,rv,rv,8905,REP,Donald Trump,47.0,2024-09-17,88233-1205-Wisconsin-9/12/24-9/17/24-210072-1312.0-rv-8905
1938,88233,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/12/24,9/17/24,210073,1194.0,lv,lv,8905,DEM,Kamala Harris,50.0,2024-09-17,88233-1205-Wisconsin-9/12/24-9/17/24-210073-1194.0-lv-8905
1939,88233,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Wisconsin,9/12/24,9/17/24,210073,1194.0,lv,lv,8905,REP,Donald Trump,49.0,2024-09-17,88233-1205-Wisconsin-9/12/24-9/17/24-210073-1194.0-lv-8905
1940,88234,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/12/24,9/17/24,210074,1282.0,rv,rv,8820,DEM,Kamala Harris,50.0,2024-09-17,88234-1205-Michigan-9/12/24-9/17/24-210074-1282.0-rv-8820
1941,88234,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/12/24,9/17/24,210074,1282.0,rv,rv,8820,REP,Donald Trump,47.0,2024-09-17,88234-1205-Michigan-9/12/24-9/17/24-210074-1282.0-rv-8820
1942,88234,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/12/24,9/17/24,210075,1138.0,lv,lv,8820,DEM,Kamala Harris,52.0,2024-09-17,88234-1205-Michigan-9/12/24-9/17/24-210075-1138.0-lv-8820
1943,88234,1205,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,Michigan,9/12/24,9/17/24,210075,1138.0,lv,lv,8820,REP,Donald Trump,47.0,2024-09-17,88234-1205-Michigan-9/12/24-9/17/24-210075-1138.0-lv-8820
1989,88211,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,9/12/24,9/16/24,209902,1331.0,lv,lv,8872,DEM,Kamala Harris,51.0,2024-09-16,88211-396-Pennsylvania-9/12/24-9/16/24-209902-1331.0-lv-8872
1990,88211,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,9/12/24,9/16/24,209902,1331.0,lv,lv,8872,REP,Donald Trump,45.0,2024-09-16,88211-396-Pennsylvania-9/12/24-9/16/24-209902-1331.0-lv-8872
1993,88211,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,9/12/24,9/16/24,209905,1331.0,lv,lv,8872,DEM,Kamala Harris,51.0,2024-09-16,88211-396-Pennsylvania-9/12/24-9/16/24-209905-1331.0-lv-8872
1994,88211,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,9/12/24,9/16/24,209905,1331.0,lv,lv,8872,REP,Donald Trump,46.0,2024-09-16,88211-396-Pennsylvania-9/12/24-9/16/24-209905-1331.0-lv-8872
1995,88212,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,9/12/24,9/16/24,209903,905.0,lv,lv,8820,DEM,Kamala Harris,50.0,2024-09-16,88212-396-Michigan-9/12/24-9/16/24-209903-905.0-lv-8820
1996,88212,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,9/12/24,9/16/24,209903,905.0,lv,lv,8820,REP,Donald Trump,45.0,2024-09-16,88212-396-Michigan-9/12/24-9/16/24-209903-905.0-lv-8820
2001,88212,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,9/12/24,9/16/24,209906,905.0,lv,lv,8820,DEM,Kamala Harris,51.0,2024-09-16,88212-396-Michigan-9/12/24-9/16/24-209906-905.0-lv-8820
2002,88212,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,9/12/24,9/16/24,209906,905.0,lv,lv,8820,REP,Donald Trump,46.0,2024-09-16,88212-396-Michigan-9/12/24-9/16/24-209906-905.0-lv-8820
2003,88213,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,9/12/24,9/16/24,209904,1075.0,lv,lv,8905,DEM,Kamala Harris,48.0,2024-09-16,88213-396-Wisconsin-9/12/24-9/16/24-209904-1075.0-lv-8905
2004,88213,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,9/12/24,9/16/24,209904,1075.0,lv,lv,8905,REP,Donald Trump,47.0,2024-09-16,88213-396-Wisconsin-9/12/24-9/16/24-209904-1075.0-lv-8905
2010,88213,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,9/12/24,9/16/24,209907,1075.0,lv,lv,8905,DEM,Kamala Harris,49.0,2024-09-16,88213-396-Wisconsin-9/12/24-9/16/24-209907-1075.0-lv-8905
2011,88213,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,9/12/24,9/16/24,209907,1075.0,lv,lv,8905,REP,Donald Trump,48.0,2024-09-16,88213-396-Wisconsin-9/12/24-9/16/24-209907-1075.0-lv-8905
2024,88231,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,Pennsylvania,9/12/24,9/16/24,210066,1003.0,lv,lv,8872,DEM,Kamala Harris,48.0,2024-09-16,88231-486-Pennsylvania-9/12/24-9/16/24-210066-1003.0-lv-8872
2025,88231,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,Pennsylvania,9/12/24,9/16/24,210066,1003.0,lv,lv,8872,REP,Donald Trump,47.0,2024-09-16,88231-486-Pennsylvania-9/12/24-9/16/24-210066-1003.0-lv-8872
2028,88231,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,Pennsylvania,9/12/24,9/16/24,210067,1003.0,lv,lv,8872,DEM,Kamala Harris,48.0,2024-09-16,88231-486-Pennsylvania-9/12/24-9/16/24-210067-1003.0-lv-8872
2029,88231,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,Pennsylvania,9/12/24,9/16/24,210067,1003.0,lv,lv,8872,REP,Donald Trump,48.0,2024-09-16,88231-486-Pennsylvania-9/12/24-9/16/24-210067-1003.0-lv-8872
2069,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210087,1082.0,rv,rv,8872,DEM,Kamala Harris,50.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210087-1082.0-rv-8872
2070,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210087,1082.0,rv,rv,8872,REP,Donald Trump,46.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210087-1082.0-rv-8872
2071,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210088,1082.0,lv,lv,8872,DEM,Kamala Harris,50.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210088-1082.0-lv-8872
2072,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210088,1082.0,lv,lv,8872,REP,Donald Trump,46.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210088-1082.0-lv-8872
2073,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210089,1082.0,rv,rv,8872,DEM,Kamala Harris,48.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210089-1082.0-rv-8872
2074,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210089,1082.0,rv,rv,8872,REP,Donald Trump,45.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210089-1082.0-rv-8872
2077,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210090,1082.0,lv,lv,8872,DEM,Kamala Harris,49.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210090-1082.0-lv-8872
2078,88242,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,9/11/24,9/16/24,210090,1082.0,lv,lv,8872,REP,Donald Trump,45.0,2024-09-16,88242-1424-Pennsylvania-9/11/24-9/16/24-210090-1082.0-lv-8872
2235,88184,458,Suffolk,2.9,-1.0,Live Phone,8.0,Pennsylvania,9/11/24,9/14/24,209630,500.0,lv,lv,8872,DEM,Kamala Harris,48.6,2024-09-14,88184-458-Pennsylvania-9/11/24-9/14/24-209630-500.0-lv-8872
2236,88184,458,Suffolk,2.9,-1.0,Live Phone,8.0,Pennsylvania,9/11/24,9/14/24,209630,500.0,lv,lv,8872,REP,Donald Trump,45.6,2024-09-14,88184-458-Pennsylvania-9/11/24-9/14/24-209630-500.0-lv-8872
2320,88302,978,Elon U.,2.5,-0.6,Online Panel,8.0,North Carolina,9/4/24,9/13/24,210420,800.0,rv,rv,8839,DEM,Kamala Harris,46.0,2024-09-13,88302-978-North Carolina-9/4/24-9/13/24-210420-800.0-rv-8839
2321,88302,978,Elon U.,2.5,-0.6,Online Panel,8.0,North Carolina,9/4/24,9/13/24,210420,800.0,rv,rv,8839,REP,Donald Trump,45.0,2024-09-13,88302-978-North Carolina-9/4/24-9/13/24-210420-800.0-rv-8839
2400,88203,1308,Data Orbital,2.9,-0.9,Live Phone/Text-to-Web,10.0,Arizona,9/7/24,9/9/24,209816,550.0,lv,lv,8759,DEM,Kamala Harris,46.0,2024-09-09,88203-1308-Arizona-9/7/24-9/9/24-209816-550.0-lv-8759
2401,88203,1308,Data Orbital,2.9,-0.9,Live Phone/Text-to-Web,10.0,Arizona,9/7/24,9/9/24,209816,550.0,lv,lv,8759,REP,Donald Trump,46.2,2024-09-09,88203-1308-Arizona-9/7/24-9/9/24-209816-550.0-lv-8759
2476,88095,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/4/24,9/8/24,208325,940.0,lv,lv,8839,DEM,Kamala Harris,49.0,2024-09-08,88095-396-North Carolina-9/4/24-9/8/24-208325-940.0-lv-8839
2477,88095,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/4/24,9/8/24,208325,940.0,lv,lv,8839,REP,Donald Trump,46.0,2024-09-08,88095-396-North Carolina-9/4/24-9/8/24-208325-940.0-lv-8839
2482,88095,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/4/24,9/8/24,208327,940.0,lv,lv,8839,DEM,Kamala Harris,50.0,2024-09-08,88095-396-North Carolina-9/4/24-9/8/24-208327-940.0-lv-8839
2483,88095,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/4/24,9/8/24,208327,940.0,lv,lv,8839,REP,Donald Trump,47.0,2024-09-08,88095-396-North Carolina-9/4/24-9/8/24-208327-940.0-lv-8839
2484,88101,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/4/24,9/8/24,208324,969.0,lv,lv,8781,DEM,Kamala Harris,45.0,2024-09-08,88101-396-Georgia-9/4/24-9/8/24-208324-969.0-lv-8781
2485,88101,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/4/24,9/8/24,208324,969.0,lv,lv,8781,REP,Donald Trump,49.0,2024-09-08,88101-396-Georgia-9/4/24-9/8/24-208324-969.0-lv-8781
2490,88101,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/4/24,9/8/24,208326,969.0,lv,lv,8781,DEM,Kamala Harris,46.0,2024-09-08,88101-396-Georgia-9/4/24-9/8/24-208326-969.0-lv-8781
2491,88101,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/4/24,9/8/24,208326,969.0,lv,lv,8781,REP,Donald Trump,49.0,2024-09-08,88101-396-Georgia-9/4/24-9/8/24-208326-969.0-lv-8781
2543,88083,460,SurveyUSA,2.8,-1.3,Online Panel,8.0,North Carolina,9/4/24,9/7/24,208275,676.0,lv,lv,8839,DEM,Kamala Harris,49.0,2024-09-07,88083-460-North Carolina-9/4/24-9/7/24-208275-676.0-lv-8839
2544,88083,460,SurveyUSA,2.8,-1.3,Online Panel,8.0,North Carolina,9/4/24,9/7/24,208275,676.0,lv,lv,8839,REP,Donald Trump,46.0,2024-09-07,88083-460-North Carolina-9/4/24-9/7/24-208275-676.0-lv-8839
2566,88070,568,YouGov,3.0,-1.1,Online Panel,9.0,Michigan,9/3/24,9/6/24,207965,1077.0,lv,lv,8820,DEM,Kamala Harris,50.0,2024-09-06,88070-568-Michigan-9/3/24-9/6/24-207965-1077.0-lv-8820
2567,88070,568,YouGov,3.0,-1.1,Online Panel,9.0,Michigan,9/3/24,9/6/24,207965,1077.0,lv,lv,8820,REP,Donald Trump,49.0,2024-09-06,88070-568-Michigan-9/3/24-9/6/24-207965-1077.0-lv-8820
2568,88071,568,YouGov,3.0,-1.1,Online Panel,9.0,Pennsylvania,9/3/24,9/6/24,207966,1078.0,lv,lv,8872,DEM,Kamala Harris,50.0,2024-09-06,88071-568-Pennsylvania-9/3/24-9/6/24-207966-1078.0-lv-8872
2569,88071,568,YouGov,3.0,-1.1,Online Panel,9.0,Pennsylvania,9/3/24,9/6/24,207966,1078.0,lv,lv,8872,REP,Donald Trump,50.0,2024-09-06,88071-568-Pennsylvania-9/3/24-9/6/24-207966-1078.0-lv-8872
2570,88072,568,YouGov,3.0,-1.1,Online Panel,9.0,Wisconsin,9/3/24,9/6/24,207967,946.0,lv,lv,8905,DEM,Kamala Harris,51.0,2024-09-06,88072-568-Wisconsin-9/3/24-9/6/24-207967-946.0-lv-8905
2571,88072,568,YouGov,3.0,-1.1,Online Panel,9.0,Wisconsin,9/3/24,9/6/24,207967,946.0,lv,lv,8905,REP,Donald Trump,49.0,2024-09-06,88072-568-Wisconsin-9/3/24-9/6/24-207967-946.0-lv-8905
2642,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209223,822.0,rv,rv,8905,DEM,Kamala Harris,52.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209223-822.0-rv-8905
2643,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209223,822.0,rv,rv,8905,REP,Donald Trump,48.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209223-822.0-rv-8905
2644,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209224,738.0,lv,lv,8905,DEM,Kamala Harris,52.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209224-738.0-lv-8905
2645,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209224,738.0,lv,lv,8905,REP,Donald Trump,48.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209224-738.0-lv-8905
2646,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209225,822.0,rv,rv,8905,DEM,Kamala Harris,47.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209225-822.0-rv-8905
2647,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209225,822.0,rv,rv,8905,REP,Donald Trump,43.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209225-822.0-rv-8905
2653,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209226,738.0,lv,lv,8905,DEM,Kamala Harris,48.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209226-738.0-lv-8905
2654,88135,1075,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,8/28/24,9/5/24,209226,738.0,lv,lv,8905,REP,Donald Trump,43.0,2024-09-05,88135-1075-Wisconsin-8/28/24-9/5/24-209226-738.0-lv-8905
